age,job,marital,education,default,balance,housing,loan,subscribe
middle,self-employed,married,tertiary,yes,bad,yes,no,no
middle,technician,divorced,tertiary,yes,soso,no,no,yes
middle,technician,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,yes,no
young,blue-collar,single,secondary,no,soso,yes,no,no
young,blue-collar,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,yes,no
preold,entrepreneur,divorced,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,self-employed,single,tertiary,no,soso,yes,no,yes
preold,retired,married,primary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,primary,no,soso,yes,no,no
young,services,single,secondary,no,bad,yes,yes,no
middle,entrepreneur,married,secondary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,yes,yes,no
middle,services,single,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,yes,yes
middle,admin.,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,yes
preold,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,unknown,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
preold,entrepreneur,married,tertiary,no,good,yes,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,bad,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
middle,technician,single,secondary,no,soso,yes,yes,yes
middle,admin.,married,secondary,no,bad,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,admin.,married,tertiary,no,soso,yes,no,no
young,entrepreneur,married,unknown,no,soso,yes,yes,no
middle,retired,married,secondary,no,soso,no,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,bad,yes,yes,no
middle,blue-collar,single,primary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
young,technician,single,tertiary,no,soso,yes,no,no
preold,services,divorced,secondary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
preold,unemployed,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,yes,no
middle,management,single,secondary,no,soso,yes,no,no
preold,blue-collar,divorced,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,bad,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
young,student,single,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,no,no,no
middle,management,divorced,tertiary,no,soso,yes,yes,yes
young,blue-collar,single,secondary,yes,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
middle,self-employed,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,services,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,entrepreneur,married,secondary,no,soso,yes,yes,no
middle,technician,single,secondary,no,ok,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
preold,entrepreneur,single,secondary,no,soso,yes,no,no
middle,management,married,primary,no,soso,no,yes,no
middle,student,single,unknown,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,yes,no
middle,services,married,primary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,yes,bad,yes,no,no
preold,entrepreneur,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,ok,yes,no,no
preold,services,divorced,secondary,no,soso,yes,yes,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,housemaid,single,tertiary,no,soso,yes,no,no
young,student,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,unemployed,married,primary,no,soso,yes,yes,no
middle,unemployed,married,primary,no,ok,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
preold,management,divorced,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
young,blue-collar,married,primary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,yes,no
preold,entrepreneur,married,unknown,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,bad,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,management,divorced,tertiary,no,bad,yes,no,no
middle,self-employed,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,technician,married,tertiary,no,bad,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
preold,self-employed,married,primary,no,soso,yes,no,no
middle,unemployed,single,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,yes
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,management,married,secondary,no,bad,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,technician,single,tertiary,no,bad,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,yes,yes
young,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,bad,yes,no,no
middle,unemployed,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,married,primary,no,bad,yes,yes,no
young,management,single,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,yes,soso,no,no,no
preold,management,divorced,tertiary,no,soso,yes,yes,no
young,admin.,married,secondary,no,soso,yes,no,yes
middle,technician,single,secondary,no,soso,no,no,no
young,unemployed,single,tertiary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,self-employed,divorced,primary,no,ok,no,no,no
middle,admin.,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,yes,no
preold,services,divorced,primary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,yes,no,no
preold,admin.,divorced,secondary,yes,soso,yes,no,no
middle,blue-collar,married,secondary,no,ok,yes,no,no
middle,management,single,tertiary,no,ok,yes,no,yes
middle,technician,single,secondary,no,soso,yes,no,no
preold,admin.,married,primary,no,soso,yes,no,no
middle,services,single,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,yes,bad,yes,no,no
preold,entrepreneur,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,single,unknown,yes,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,bad,yes,no,no
middle,services,single,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,bad,yes,no,no
preold,management,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
young,unemployed,single,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,yes
middle,blue-collar,single,secondary,no,ok,yes,no,no
middle,self-employed,single,secondary,no,soso,no,no,no
young,technician,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,yes,bad,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,yes,yes,yes
preold,management,married,tertiary,no,soso,yes,yes,no
preold,management,married,tertiary,no,bad,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,primary,no,soso,yes,no,no
preold,management,divorced,secondary,no,soso,yes,no,no
young,technician,single,tertiary,no,soso,yes,no,no
preold,unemployed,divorced,secondary,no,soso,yes,yes,no
middle,admin.,married,secondary,no,soso,yes,no,yes
young,services,single,secondary,no,bad,yes,no,no
young,technician,single,tertiary,no,soso,yes,yes,no
young,student,single,secondary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,bad,no,yes,no
middle,entrepreneur,single,tertiary,no,soso,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,tertiary,no,soso,yes,yes,no
middle,technician,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,bad,yes,no,no
preold,management,married,secondary,no,soso,yes,no,yes
middle,blue-collar,single,primary,yes,soso,no,no,no
middle,management,single,tertiary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,entrepreneur,married,primary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
young,admin.,single,secondary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,no,yes,no
young,admin.,single,secondary,no,soso,yes,no,yes
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,yes,no
middle,technician,single,secondary,yes,bad,yes,no,no
middle,unemployed,married,secondary,no,soso,yes,no,no
young,technician,single,tertiary,no,bad,yes,yes,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,bad,yes,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,entrepreneur,single,secondary,no,soso,yes,no,no
young,entrepreneur,married,tertiary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,unemployed,single,tertiary,no,soso,yes,no,no
preold,technician,single,secondary,no,soso,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,yes
young,services,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,housemaid,divorced,primary,no,soso,yes,yes,no
young,blue-collar,single,primary,no,bad,yes,no,no
preold,services,single,secondary,no,ok,yes,no,no
middle,self-employed,married,primary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,admin.,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,yes,bad,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
preold,services,married,primary,no,soso,yes,no,yes
middle,technician,single,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,self-employed,married,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,bad,yes,no,no
middle,blue-collar,divorced,primary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,bad,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,yes
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,bad,yes,no,no
middle,services,married,primary,yes,bad,yes,yes,no
young,blue-collar,single,secondary,no,soso,yes,no,yes
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
old,management,married,tertiary,no,ok,yes,no,yes
middle,technician,married,tertiary,no,soso,yes,no,no
middle,services,married,tertiary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,married,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,ok,yes,no,no
middle,management,single,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,single,tertiary,no,bad,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,self-employed,married,unknown,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
